genome_name,Completeness,completeness_score,Contamination,contamination_score,assembly_quality,N50_contigs,Longest_contig_bp,Winner_Completeness,winner_completeness_score,Winner_Contamination,winner_contamination_score,winner_assembly_quality,classification,Domain,Phylum,Class,Order,Family,Genus,Species,source,dRep,analysis_project_type,completeness_software,completeness_software_version,assembly_tool,assembly_tool_version,annotation_tool,annotation_tool_version,binning_software,binning_software_version
Day184_MH_Day184_MH_bin.173_renamed,60.7,Medium,11.4,Low,Low,30222,116698,NA,NA,NA,NA,NA,d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Limnocylindrales;f__CSP1-4;g__Fen-1039;s__,Bacteria,Chloroflexota,Limnocylindria,Limnocylindrales,CSP1-4,Fen-1039,,ncbi_data_coassembly_of_day,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
Day184_MH_Day184_MH_bin.174_renamed,74.31,Medium,36.4,Low,Low,4589,16065,NA,NA,NA,NA,NA,d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_B;s__,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium_B,,ncbi_data_coassembly_of_day,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
Day184_MH_Day184_MH_bin.175_renamed,99.07,High,3.24,High,High,110280,242769,93.51,High,2.92,High,High,d__Bacteria;p__Eremiobacterota;c__Eremiobacteria;o__Baltobacterales;f__Baltobacteraceae;g__Velthaea;s__,Bacteria,Eremiobacterota,Eremiobacteria,Baltobacterales,Baltobacteraceae,Velthaea,,ncbi_data_coassembly_of_day,winner,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
Day184_MH_Day184_MH_bin.178_renamed,60.26,Medium,18.83,Low,Low,5424,35038,NA,NA,NA,NA,NA,d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Limnocylindrales;f__CSP1-4;g__CTSoil-043;s__,Bacteria,Chloroflexota,Limnocylindria,Limnocylindrales,CSP1-4,CTSoil-043,,ncbi_data_coassembly_of_day,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
Day184_MH_Day184_MH_bin.181_renamed,87.21,Medium,3.56,High,Medium,36963,114217,82.05,Medium,3.38,High,Medium,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Palsa-1447;s__,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Palsa-1447,,ncbi_data_coassembly_of_day,winner,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
Day184_MH_Day184_MH_bin.183_renamed,81.53,Medium,23.18,Low,Low,20524,69969,NA,NA,NA,NA,NA,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhodomicrobiaceae;g__Rhodomicrobium;s__,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhodomicrobiaceae,Rhodomicrobium,,ncbi_data_coassembly_of_day,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
Day184_MH_Day184_MH_bin.185_renamed,74.48,Medium,7.76,Medium,Medium,16945,68696,90.98,High,2.8,High,High,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__CAIKZZ01;s__,Bacteria,Pseudomonadota,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,CAIKZZ01,,ncbi_data_coassembly_of_day,winner,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
Day184_MH_Day184_MH_bin.189_renamed,67.55,Medium,99.14,Low,Low,3920,23115,NA,NA,NA,NA,NA,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__FEN-1191;s__,Bacteria,Pseudomonadota,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,FEN-1191,,ncbi_data_coassembly_of_day,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
Day184_MH_Day184_MH_bin.191_renamed,83.88,Medium,50.97,Low,Low,9147,87381,NA,NA,NA,NA,NA,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Limisphaerales;f__UBA11358;g__UBA11358;s__,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Limisphaerales,UBA11358,UBA11358,,ncbi_data_coassembly_of_day,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
Day184_MH_Day184_MH_bin.192_renamed,88.46,Medium,2.81,High,Medium,14482,60138,NA,NA,NA,NA,NA,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__JACORV01;g__Fen-1245;s__Fen-1245 sp003157095,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,JACORV01,Fen-1245,Fen-1245 sp003157095,ncbi_data_coassembly_of_day,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
Day184_MH_Day184_MH_bin.193_renamed,78.39,Medium,52.47,Low,Low,4714,27223,NA,NA,NA,NA,NA,d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__RBG-16-64-13;f__RBG-16-64-13;g__RBG-16-64-13;s__,Bacteria,Actinomycetota,Thermoleophilia,RBG-16-64-13,RBG-16-64-13,RBG-16-64-13,,ncbi_data_coassembly_of_day,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
Day184_MH_Day184_MH_bin.194_renamed,44.83,Low,33.62,Low,Low,4564,33491,NA,NA,NA,NA,NA,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,,ncbi_data_coassembly_of_day,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
Day184_MH_Day184_MH_bin.195_renamed,83.32,Medium,7.69,Medium,Medium,8248,34676,82.48,Medium,4.3,High,Medium,d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Bog-793;g__Fen-455;s__,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Bog-793,Fen-455,,ncbi_data_coassembly_of_day,winner,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
Day184_MH_Day184_MH_bin.196_renamed,50.01,Medium,0.81,High,Medium,8471,28845,NA,NA,NA,NA,NA,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__UBA472;g__;s__,Archaea,Thermoplasmatota,Thermoplasmata,Methanomassiliicoccales,UBA472,,,ncbi_data_coassembly_of_day,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
Day184_MH_Day184_MH_bin.197_renamed,83.41,Medium,27.45,Low,Low,12252,92256,NA,NA,NA,NA,NA,d__Bacteria;p__Myxococcota;c__Polyangia;o__Fen-1088;f__Fen-1088;g__Fen-1118;s__,Bacteria,Myxococcota,Polyangia,Fen-1088,Fen-1088,Fen-1118,,ncbi_data_coassembly_of_day,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
Day184_MH_Day184_MH_bin.198_renamed,67.7,Medium,22.81,Low,Low,9302,52618,NA,NA,NA,NA,NA,d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Limnocylindrales;f__CSP1-4;g__Fen-1039;s__,Bacteria,Chloroflexota,Limnocylindria,Limnocylindrales,CSP1-4,Fen-1039,,ncbi_data_coassembly_of_day,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
Day184_MH_Day184_MH_bin.201_renamed,92.15,High,3.77,High,High,12999,60198,89.16,Medium,7.78,Medium,Medium,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Reyranellales;f__Reyranellaceae;g__Reyranella;s__,Bacteria,Pseudomonadota,Alphaproteobacteria,Reyranellales,Reyranellaceae,Reyranella,,ncbi_data_coassembly_of_day,winner,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
Day184_MH_Day184_MH_bin.203_renamed,44.31,Low,12.41,Low,Low,5908,33871,NA,NA,NA,NA,NA,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Kineosporiaceae;g__JAUPKQ01;s__,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Kineosporiaceae,JAUPKQ01,,ncbi_data_coassembly_of_day,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
Day184_MH_Day184_MH_bin.204_renamed,43.26,Low,5.17,Medium,Low,5092,19837,NA,NA,NA,NA,NA,d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Limnocylindrales;f__CSP1-4;g__CTSoil-043;s__,Bacteria,Chloroflexota,Limnocylindria,Limnocylindrales,CSP1-4,CTSoil-043,,ncbi_data_coassembly_of_day,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
Day184_MH_Day184_MH_bin.205_renamed,92.78,High,23.6,Low,Low,10291,56979,NA,NA,NA,NA,NA,d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__SZUA-6;f__Fen-1364;g__Fen-1364;s__,Bacteria,Spirochaetota,Spirochaetia,SZUA-6,Fen-1364,Fen-1364,,ncbi_data_coassembly_of_day,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
Day184_MH_Day184_MH_bin.208_renamed,89.55,Medium,61.87,Low,Low,6390,36352,NA,NA,NA,NA,NA,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__BOG-935;s__,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,BOG-935,,ncbi_data_coassembly_of_day,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
Day184_MH_Day184_MH_bin.20_renamed,38.71,Low,3.45,High,Low,10648,61010,NA,NA,NA,NA,NA,d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Propionispira;s__,Bacteria,Bacillota_C,Negativicutes,Selenomonadales,Selenomonadaceae,Propionispira,,ncbi_data_coassembly_of_day,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
Day184_MH_Day184_MH_bin.210_renamed,85.49,Medium,5.03,Medium,Medium,16938,66097,90.05,High,4.93,High,High,d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__RBG-16-64-13;f__RBG-16-64-13;g__CAIQPS01;s__,Bacteria,Actinomycetota,Thermoleophilia,RBG-16-64-13,RBG-16-64-13,CAIQPS01,,ncbi_data_coassembly_of_day,winner,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
Day184_MH_Day184_MH_bin.211_renamed,29.14,Low,3.45,High,Low,6132,59233,NA,NA,NA,NA,NA,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Kineosporiaceae;g__R-H-3;s__,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Kineosporiaceae,R-H-3,,ncbi_data_coassembly_of_day,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
Day184_MH_Day184_MH_bin.212_renamed,67.9,Medium,15,Low,Low,11458,80883,NA,NA,NA,NA,NA,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__Paludibacter;s__,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Paludibacteraceae,Paludibacter,,ncbi_data_coassembly_of_day,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
Day184_MH_Day184_MH_bin.216_renamed,48.43,Low,0,High,Low,7409,22329,NA,NA,NA,NA,NA,d__Bacteria;p__Goldbacteria;c__PGYV01;o__PGYV01;f__Palsa-1178;g__Bog-1181;s__Bog-1181 sp003159495,Bacteria,Goldbacteria,PGYV01,PGYV01,Palsa-1178,Bog-1181,Bog-1181 sp003159495,ncbi_data_coassembly_of_day,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
Day184_MH_Day184_MH_bin.217_renamed,49.61,Low,0,High,Low,33364,104565,NA,NA,NA,NA,NA,d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__UBA1547;g__UBA1547;s__,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,UBA1547,UBA1547,,ncbi_data_coassembly_of_day,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
Day184_MH_Day184_MH_bin.218_renamed,65.79,Medium,16.32,Low,Low,10565,45454,NA,NA,NA,NA,NA,d__Bacteria;p__Myxococcota;c__Polyangia;o__Fen-1088;f__Fen-1088;g__Fen-1137;s__,Bacteria,Myxococcota,Polyangia,Fen-1088,Fen-1088,Fen-1137,,ncbi_data_coassembly_of_day,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
Day184_MH_Day184_MH_bin.219_renamed,82.07,Medium,0.93,High,Medium,14844,63018,77.26,Medium,2.79,High,Medium,d__Bacteria;p__Eremiobacterota;c__Eremiobacteria;o__Baltobacterales;f__Baltobacteraceae;g__Hemerobacter;s__,Bacteria,Eremiobacterota,Eremiobacteria,Baltobacterales,Baltobacteraceae,Hemerobacter,,ncbi_data_coassembly_of_day,winner,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
Day184_MH_Day184_MH_bin.221_renamed,60.97,Medium,2.56,High,Medium,5973,51777,62.97,Medium,3.54,High,Medium,d__Bacteria;p__Myxococcota;c__XYA12-FULL-58-9;o__XYA12-FULL-58-9;f__JAFGEK01;g__;s__,Bacteria,Myxococcota,XYA12-FULL-58-9,XYA12-FULL-58-9,JAFGEK01,,,ncbi_data_coassembly_of_day,winner,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
Day184_MH_Day184_MH_bin.227_renamed,92.58,High,15.01,Low,Low,23417,142626,NA,NA,NA,NA,NA,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__Palsa-1150;s__,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Palsa-1150,,ncbi_data_coassembly_of_day,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
Day184_MH_Day184_MH_bin.229_renamed,72.41,Medium,1.72,High,Medium,34503,165161,NA,NA,NA,NA,NA,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__Paludibacter;s__,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Paludibacteraceae,Paludibacter,,ncbi_data_coassembly_of_day,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
Day184_MH_Day184_MH_bin.22_renamed,49.45,Low,30.17,Low,Low,5622,41500,NA,NA,NA,NA,NA,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__Paludibacter;s__,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Paludibacteraceae,Paludibacter,,ncbi_data_coassembly_of_day,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
Day184_MH_Day184_MH_bin.232_renamed,54.09,Medium,12.96,Low,Low,8812,58930,NA,NA,NA,NA,NA,d__Bacteria;p__Eremiobacterota;c__Eremiobacteria;o__Baltobacterales;f__Baltobacteraceae;g__;s__,Bacteria,Eremiobacterota,Eremiobacteria,Baltobacterales,Baltobacteraceae,,,ncbi_data_coassembly_of_day,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
Day184_MH_Day184_MH_bin.240_renamed,78.29,Medium,3.55,High,Medium,9471,32993,84.32,Medium,2.75,High,Medium,d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__UBA6906;g__Fen-1262;s__Fen-1262 sp003161755,Bacteria,Bacteroidota,UBA10030,UBA10030,UBA6906,Fen-1262,Fen-1262 sp003161755,ncbi_data_coassembly_of_day,winner,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
Day184_MH_Day184_MH_bin.241_renamed,95.93,High,4.24,High,High,20014,86912,94.03,High,4.99,High,High,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocystis,,ncbi_data_coassembly_of_day,winner,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
Day184_MH_Day184_MH_bin.242_renamed,53.37,Medium,3.81,High,Medium,4609,20234,52.29,Medium,5.08,Medium,Medium,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__FEN-1346;f__FEN-1346;g__;s__,Bacteria,Planctomycetota,Phycisphaerae,FEN-1346,FEN-1346,,,ncbi_data_coassembly_of_day,winner,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
Day184_MH_Day184_MH_bin.243_renamed,53.63,Medium,0.55,High,Medium,8685,27025,57.71,Medium,0.21,High,Medium,d__Bacteria;p__Fibrobacterota;c__Chitinivibrionia;o__Chitinivibrionales;f__FEN-1185;g__;s__,Bacteria,Fibrobacterota,Chitinivibrionia,Chitinivibrionales,FEN-1185,,,ncbi_data_coassembly_of_day,winner,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
Day184_MH_Day184_MH_bin.244_renamed,57.33,Medium,1.88,High,Medium,8512,29354,NA,NA,NA,NA,NA,d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__UBA2241;f__UBA2241;g__FEN-672;s__FEN-672 sp003158705,Bacteria,Actinomycetota,Thermoleophilia,UBA2241,UBA2241,FEN-672,FEN-672 sp003158705,ncbi_data_coassembly_of_day,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
Day184_MH_Day184_MH_bin.246_renamed,84.49,Medium,1.39,High,Medium,25755,93852,91.98,High,1.71,High,High,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__UBA9219;f__UBA9219;g__CAIXLI01;s__,Bacteria,Pseudomonadota,Alphaproteobacteria,UBA9219,UBA9219,CAIXLI01,,ncbi_data_coassembly_of_day,winner,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
Day184_MH_Day184_MH_bin.248_renamed,94.19,High,5.74,Medium,Medium,14688,66371,100,High,5.87,Medium,Medium,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__FEN-1191;s__,Bacteria,Pseudomonadota,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,FEN-1191,,ncbi_data_coassembly_of_day,winner,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
Day184_MH_Day184_MH_bin.24_renamed,91.61,High,0.65,High,High,87387,251658,88.64,Medium,3.49,High,Medium,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Anaeromyxobacteraceae;g__Anaeromyxobacter;s__,Bacteria,Myxococcota,Myxococcia,Myxococcales,Anaeromyxobacteraceae,Anaeromyxobacter,,ncbi_data_coassembly_of_day,winner,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
Day184_MH_Day184_MH_bin.253_renamed,93.23,High,7.74,Medium,Medium,32068,143123,NA,NA,NA,NA,NA,d__Bacteria;p__Myxococcota;c__Polyangia;o__Fen-1088;f__Fen-1088;g__Fen-1118;s__,Bacteria,Myxococcota,Polyangia,Fen-1088,Fen-1088,Fen-1118,,ncbi_data_coassembly_of_day,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
Day184_MH_Day184_MH_bin.254_renamed,88.68,Medium,11.62,Low,Low,51821,132137,NA,NA,NA,NA,NA,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Palsa-1447;s__,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Palsa-1447,,ncbi_data_coassembly_of_day,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
Day184_MH_Day184_MH_bin.258_renamed,87.96,Medium,6.02,Medium,Medium,10691,37432,NA,NA,NA,NA,NA,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Galbitalea;s__,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Microbacteriaceae,Galbitalea,,ncbi_data_coassembly_of_day,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
Day184_MH_Day184_MH_bin.25_renamed,70.88,Medium,21.05,Low,Low,8973,55069,NA,NA,NA,NA,NA,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Palsa-1447;s__,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Palsa-1447,,ncbi_data_coassembly_of_day,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
Day184_MH_Day184_MH_bin.261_renamed,58.64,Medium,1.09,High,Medium,14672,46721,NA,NA,NA,NA,NA,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__UBA4081;s__,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,Anaerolineaceae,UBA4081,,ncbi_data_coassembly_of_day,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
Day184_MH_Day184_MH_bin.262_renamed,56.27,Medium,1.98,High,Medium,9465,25181,62.83,Medium,3.24,High,Medium,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__Fen-1064;g__Fen-1064;s__,Bacteria,Chloroflexota,Dehalococcoidia,Dehalococcoidales,Fen-1064,Fen-1064,,ncbi_data_coassembly_of_day,winner,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
Day184_MH_Day184_MH_bin.267_renamed,73.74,Medium,4.11,High,Medium,8094,88639,NA,NA,NA,NA,NA,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Palsa-1447;s__,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Palsa-1447,,ncbi_data_coassembly_of_day,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
Day184_MH_Day184_MH_bin.26_renamed,52.01,Medium,22.41,Low,Low,6558,28990,NA,NA,NA,NA,NA,d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Bryobacterales;f__Bryobacteraceae;g__Bog-375;s__,Bacteria,Acidobacteriota,Terriglobia,Bryobacterales,Bryobacteraceae,Bog-375,,ncbi_data_coassembly_of_day,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
Day184_MH_Day184_MH_bin.274_renamed,43.97,Low,1.72,High,Low,6931,25479,NA,NA,NA,NA,NA,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Micropepsales;f__Micropepsaceae;g__Rhizomicrobium;s__,Bacteria,Pseudomonadota,Alphaproteobacteria,Micropepsales,Micropepsaceae,Rhizomicrobium,,ncbi_data_coassembly_of_day,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
Day184_MH_Day184_MH_bin.277_renamed,33.62,Low,3.45,High,Low,7289,25867,NA,NA,NA,NA,NA,d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Acidobacteriaceae;g__Occallatibacter;s__,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,Occallatibacter,,ncbi_data_coassembly_of_day,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
Day184_MH_Day184_MH_bin.278_renamed,63.01,Medium,8.11,Medium,Medium,14302,54706,NA,NA,NA,NA,NA,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Fen-1467;s__,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Fen-1467,,ncbi_data_coassembly_of_day,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
Day184_MH_Day184_MH_bin.283_renamed,37.23,Low,6.03,Medium,Low,3389,15313,NA,NA,NA,NA,NA,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Palsa-883;s__,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Palsa-883,,ncbi_data_coassembly_of_day,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
